,flightNum,,org,,dest,dep_time in sec from midnight,arr_time in sec from midnight,day,fleet,tail,,,flight time,turn time,distance_mile
955,1740,0,LAS,0,SLC,60840,65460,17,B738,N394DA,0,0,77,2700,318
956,2360,0,SLC,0,DCA,68160,82740,17,B738,N394DA,0,1,243,0,1603
957,1620,0,OMA,0,MSP,28200,32340,17,B738,N395DN,1,0,69,3660,244
958,794,0,MSP,0,SLC,36000,45840,17,B738,N395DN,0,0,164,3060,858
959,1683,0,SLC,0,LAS,48900,54000,17,B738,N395DN,0,0,85,3600,318
960,1428,0,LAS,0,JFK,57600,75780,17,B738,N395DN,0,1,303,0,1947
961,2185,0,FLL,0,JFK,27000,37200,17,B738,N396DA,1,0,170,3300,929
962,463,0,JFK,0,SLC,40500,58800,17,B738,N396DA,0,0,305,2700,1723
963,2241,0,SLC,0,LAX,61500,68340,17,B738,N396DA,0,0,114,2400,511
964,2004,0,LAX,0,SLC,70740,77100,17,B738,N396DA,0,0,106,3000,511
965,2356,0,SLC,0,DFW,80100,89280,17,B738,N396DA,0,1,153,0,856
966,1482,0,RDU,0,ATL,26100,32040,17,B738,N397DA,1,1,99,36660,308
967,338,0,DTW,0,ATL,68700,75960,17,B738,N398DA,1,0,121,3900,516
968,1736,0,ATL,0,CMH,79860,85440,17,B738,N398DA,0,1,93,0,388
969,969,0,TPA,0,ATL,30600,36480,17,B739,N801DZ,1,0,98,3420,352
970,2169,0,ATL,0,MCO,39900,45480,17,B739,N801DZ,0,0,93,3120,351
971,2169,0,MCO,0,ATL,48600,54420,17,B739,N801DZ,0,0,97,3180,351
972,1943,0,ATL,0,MCO,57600,63180,17,B739,N801DZ,0,0,93,3420,351
973,1943,0,MCO,0,ATL,66600,72720,17,B739,N801DZ,0,0,102,6480,351
974,2367,0,ATL,0,SAN,79200,95100,17,B739,N801DZ,0,1,265,0,1638
975,1818,0,ATL,0,MCO,25200,30240,17,B739,N802DN,1,0,84,3960,351
976,1818,0,MCO,0,ATL,34200,39600,17,B739,N802DN,0,0,90,6300,351
977,956,0,ATL,0,SFO,45900,64500,17,B739,N802DN,0,0,310,3900,1852
978,1680,0,SFO,0,ATL,68400,85920,17,B739,N802DN,0,1,292,0,1852
979,2049,0,ATL,0,SFO,29700,48480,17,B739,N803DN,1,0,313,3240,1852
980,1420,0,SFO,0,DTW,51720,68700,17,B739,N803DN,0,0,283,3300,1800
981,1988,0,DTW,0,SFO,72000,90780,17,B739,N803DN,0,0,313,5220,1800
982,1221,0,SFO,0,ATL,96000,112800,17,B739,N803DN,0,1,280,0,1852
983,949,0,MSP,0,SFO,30000,45120,17,B739,N804DN,1,0,252,3480,1376
984,2532,0,SFO,0,MSP,48600,61860,17,B739,N804DN,0,0,221,3540,1376
985,2253,0,MSP,0,SEA,65400,78240,17,B739,N804DN,0,0,214,3660,1211
986,1581,0,SEA,0,ANC,81900,94260,17,B739,N804DN,0,1,206,0,1254
987,1486,0,ATL,0,LGA,24300,32220,17,B739,N805DN,1,0,132,3780,660
988,1847,0,LGA,0,ATL,36000,45480,17,B739,N805DN,0,0,158,4020,660
989,2540,0,ATL,0,LGA,49500,58140,17,B739,N805DN,0,0,144,3060,660
990,221,0,LGA,0,ATL,61200,70860,17,B739,N805DN,0,0,161,3840,660
991,986,0,ATL,0,LGA,74700,83400,17,B739,N805DN,0,1,145,0,660
992,833,0,DTW,0,SAN,31500,48540,17,B739,N806DN,1,0,284,3660,1695
993,833,0,SAN,0,DTW,52200,68460,17,B739,N806DN,0,0,271,4440,1695
994,2587,0,DTW,0,PDX,72900,90300,17,B739,N806DN,0,0,290,4200,1691
995,394,0,PDX,0,DTW,94500,109320,17,B739,N806DN,0,1,247,0,1691
996,1890,0,DFW,0,ATL,24300,32220,17,B739,N807DN,1,0,132,3000,633
997,2013,0,ATL,0,LAS,35220,50460,17,B739,N807DN,0,0,254,3240,1512
998,482,0,LAS,0,DTW,53700,68100,17,B739,N807DN,0,0,240,3600,1514
999,1635,0,DTW,0,SAN,71700,88560,17,B739,N807DN,0,0,281,4140,1695
1000,1509,0,SAN,0,DTW,92700,108480,17,B739,N807DN,0,1,263,0,1695
1001,1592,0,SAN,0,ATL,34200,50100,17,B739,N808DN,1,0,265,3000,1638
1002,2586,0,ATL,0,LGA,53100,61680,17,B739,N808DN,0,0,143,3120,660
1003,858,0,LGA,0,ATL,64800,74280,17,B739,N808DN,0,0,158,4320,660
1004,1835,0,ATL,0,SLC,78600,93060,17,B739,N808DN,0,1,241,0,1377
1005,1655,0,ATL,0,LAX,39000,55860,17,B739,N809DN,1,0,281,3240,1685
1006,1508,0,LAX,0,DTW,59100,75360,17,B739,N809DN,0,1,271,0,1714
1007,1546,0,ATL,0,PHX,30360,40620,17,B739,N810DN,1,0,171,3000,1374
1008,1546,0,PHX,0,ATL,43620,61080,17,B739,N810DN,0,0,291,3420,1374
1009,887,0,ATL,0,PDX,64500,83400,17,B739,N810DN,0,1,315,0,1882
1010,1257,0,DTW,0,ATL,27300,34500,17,B739,N811DZ,1,0,120,5100,516
1011,2496,0,ATL,0,PDX,39600,58140,17,B739,N811DZ,0,0,309,3660,1882
1012,2497,0,PDX,0,ATL,61800,78780,17,B739,N811DZ,0,0,283,4320,1882
1013,2277,0,ATL,0,TPA,83100,88080,17,B739,N811DZ,0,1,83,0,352
1014,240,0,SFO,0,ATL,33300,50820,17,B739,N812DN,1,0,292,3480,1852
1015,758,0,ATL,0,JAX,54300,58680,17,B739,N812DN,0,0,73,3120,233
1016,758,0,JAX,0,ATL,61800,66900,17,B739,N812DN,0,0,85,3000,233
1017,1567,0,ATL,0,SAN,69900,86100,17,B739,N812DN,0,1,270,0,1638
1018,2203,0,ATL,0,LAS,31200,46020,17,B739,N813DN,1,0,247,3480,1512
1019,2565,0,LAS,0,SLC,49500,53940,17,B739,N813DN,0,0,74,3060,318
1020,913,0,SLC,0,LAX,57000,64260,17,B739,N813DN,0,0,121,5940,511
1021,1454,0,LAX,0,ATL,70200,85980,17,B739,N813DN,0,1,263,0,1685
1022,1662,0,SAN,0,ATL,39600,55260,17,B739,N814DN,1,0,261,3540,1638
1023,2559,0,ATL,0,TPA,58800,64140,17,B739,N814DN,0,0,89,3060,352
1024,2559,0,TPA,0,ATL,67200,73140,17,B739,N814DN,0,0,99,3000,352
1025,1401,0,ATL,0,PHX,76140,86460,17,B739,N814DN,0,0,172,6240,1374
1026,1646,0,PHX,0,ATL,92700,109380,17,B739,N814DN,0,1,278,0,1374
1027,2118,0,ATL,0,MCO,28800,33720,17,B739,N815DN,1,0,82,4080,351
1028,2118,0,MCO,0,ATL,37800,43020,17,B739,N815DN,0,0,87,3600,351
1029,1826,0,ATL,0,FLL,46620,53280,17,B739,N815DN,0,0,111,3420,504
1030,1826,0,FLL,0,ATL,56700,63840,17,B739,N815DN,0,0,119,4860,504
1031,1333,0,ATL,0,SLC,68700,83280,17,B739,N815DN,0,1,243,0,1377
1032,1872,0,TPA,0,ATL,23100,28440,17,B739,N816DN,1,0,89,3060,352
1033,2454,0,ATL,0,DTW,31500,38760,17,B739,N816DN,0,0,121,4440,516
1034,1719,0,DTW,0,LAX,43200,60600,17,B739,N816DN,0,0,290,3300,1714
1035,1554,0,LAX,0,ATL,63900,79800,17,B739,N816DN,0,0,265,3660,1685
1036,1063,0,ATL,0,BHM,83460,86580,17,B739,N816DN,0,1,52,0,115
1037,1560,0,ANC,0,SEA,18300,30480,17,B739,N817DN,1,0,203,6420,1254
1038,2397,0,SEA,0,SLC,36900,43800,17,B739,N817DN,0,0,115,3300,596
1039,2157,0,SLC,0,SEA,47100,54660,17,B739,N817DN,0,0,126,3240,596
1040,2157,0,SEA,0,SLC,57900,64860,17,B739,N817DN,0,0,116,3240,596
1041,581,0,SLC,0,SEA,68100,75420,17,B739,N817DN,0,0,122,3480,596
1042,2485,0,SEA,0,MSP,78900,90120,17,B739,N817DN,0,1,187,0,1211
1043,2218,0,SLC,0,ATL,33600,46920,17,B739,N818DA,1,0,222,3480,1377
1044,1123,0,ATL,0,SLC,50400,64680,17,B739,N818DA,0,0,238,3120,1377
1045,1222,0,SLC,0,ATL,67800,81000,17,B739,N818DA,0,1,220,0,1377
1046,877,0,IND,0,LAX,25200,40800,17,B739,N819DN,1,0,260,3000,1571
1047,1806,0,LAX,0,DTW,43800,60300,17,B739,N819DN,0,0,275,3600,1714
1048,789,0,DTW,0,LAX,63900,81780,17,B739,N819DN,0,0,298,10920,1714
1049,1832,0,LAX,0,IND,92700,107520,17,B739,N819DN,0,1,247,0,1571
1050,2228,0,DTW,0,MCO,30600,39720,17,B739,N820DN,1,0,152,3300,832
1051,1424,0,MCO,0,DTW,43020,52620,17,B739,N820DN,0,0,160,3000,832
1052,733,0,DTW,0,SEA,55620,73140,17,B739,N820DN,0,0,292,3060,1668
1053,2150,0,SEA,0,SLC,76200,83340,17,B739,N820DN,0,0,119,3060,596
1054,1557,0,SLC,0,SEA,86400,93660,17,B739,N820DN,0,0,121,3240,596
1055,1688,0,SEA,0,ATL,96900,113700,17,B739,N820DN,0,1,280,0,1890
1056,347,0,BHM,0,ATL,31200,35340,17,B739,N821DN,1,0,69,4980,115
1057,2267,0,ATL,0,SAN,40320,56100,17,B739,N821DN,0,0,263,3300,1638
1058,2267,0,SAN,0,ATL,59400,75180,17,B739,N821DN,0,0,263,4320,1638
1059,1649,0,ATL,0,SFO,79500,97980,17,B739,N821DN,0,1,308,0,1852
1060,1547,0,LGA,0,ATL,25200,34320,17,B739,N822DN,1,0,152,6780,660
1061,1916,0,ATL,0,DEN,41100,52560,17,B739,N822DN,0,0,191,3240,1039
1062,1916,0,DEN,0,ATL,55800,66360,17,B739,N822DN,0,0,176,3120,1039
1063,1491,0,ATL,0,TPA,69480,74760,17,B739,N822DN,0,1,88,0,352
1064,997,0,JAX,0,ATL,31200,35700,17,B752,N539US,1,0,75,3300,233
1065,1402,0,ATL,0,LAS,39000,54300,17,B752,N539US,0,0,255,3000,1512
1066,2657,0,LAS,0,ATL,57300,72000,17,B752,N539US,0,0,245,3480,1512
1067,1657,0,ATL,0,FLL,75480,82080,17,B752,N539US,0,1,110,0,504
1068,1517,0,JAX,0,ATL,23400,27600,17,B752,N540US,1,0,70,3900,233
1069,1472,0,ATL,0,TPA,31500,36600,17,B752,N540US,0,0,85,3000,352
1070,1472,0,TPA,0,ATL,39600,45180,17,B752,N540US,0,0,93,6720,352
1071,2471,0,ATL,0,AUS,51900,60180,17,B752,N540US,0,0,138,3000,703
1072,2471,0,AUS,0,ATL,63180,71340,17,B752,N540US,0,0,136,3120,703
1073,1285,0,ATL,0,PBI,74460,80880,17,B752,N540US,0,1,107,0,473
1074,2316,0,DTW,0,LAS,31500,47160,17,B752,N541US,1,0,261,3240,1514
1075,2400,0,LAS,0,ATL,50400,65160,17,B752,N541US,0,0,246,4500,1512
1076,1124,0,ATL,0,RIC,69660,75600,17,B752,N541US,0,1,99,0,417
1077,1928,0,MCO,0,DTW,37800,47220,17,B752,N542US,1,0,157,3000,832
1078,1704,0,DTW,0,FLL,50220,61080,17,B752,N542US,0,0,181,3240,981
1079,56,0,FLL,0,DTW,64320,75480,17,B752,N542US,0,1,186,0,981
1080,771,0,MKE,0,ATL,25200,32340,17,B752,N543US,1,0,119,3960,581
1081,1200,0,ATL,0,BOS,36300,45900,17,B752,N543US,0,0,160,3000,820
1082,981,0,BOS,0,ATL,48900,58800,17,B752,N543US,0,0,165,6120,820
1083,953,0,ATL,0,SAT,64920,73920,17,B752,N543US,0,1,150,0,757
1084,1404,0,LAX,0,SLC,37080,43740,17,B752,N545US,1,0,111,3240,511
1085,715,0,SLC,0,DTW,46980,59640,17,B752,N545US,0,0,211,3060,1282
1086,855,0,DTW,0,SLC,62700,76440,17,B752,N545US,0,0,229,4260,1282
1087,1211,0,SLC,0,LAX,80700,87900,17,B752,N545US,0,1,120,0,511
1088,301,0,RSW,0,ATL,29700,36000,17,B752,N548US,1,0,105,4020,447
1089,1790,0,ATL,0,SAT,40020,48600,17,B752,N548US,0,0,143,3000,757
1090,1790,0,SAT,0,ATL,51600,60420,17,B752,N548US,0,0,147,4380,757
1091,1110,0,ATL,0,MCO,64800,70800,17,B752,N548US,0,0,100,3000,351
1092,1110,0,MCO,0,ATL,73800,79200,17,B752,N548US,0,0,90,3000,351
1093,1426,0,ATL,0,STL,82200,88080,17,B752,N548US,0,1,98,0,419
1094,1081,0,ATL,0,PBI,78000,84420,17,B752,N549US,1,1,107,0,473
1095,2614,0,ATL,0,DEN,71940,83760,17,B752,N550NW,1,1,197,0,1039
1096,732,0,JAX,0,ATL,27000,31680,17,B752,N551NW,1,0,78,3780,233
1097,845,0,ATL,0,PBI,35460,42360,17,B752,N551NW,0,0,115,3000,473
1098,845,0,PBI,0,ATL,45360,51900,17,B752,N551NW,0,0,109,3960,473
1099,1871,0,ATL,0,SAT,55860,64740,17,B752,N551NW,0,0,148,3060,757
1100,1871,0,SAT,0,ATL,67800,76800,17,B752,N551NW,0,0,150,2640,757
1101,769,0,ATL,0,MKE,79440,86880,17,B752,N551NW,0,1,124,0,581
1102,1184,0,PBI,0,ATL,29700,36060,17,B752,N552NW,1,0,106,3540,473
1103,697,0,ATL,0,PBI,39600,46320,17,B752,N552NW,0,0,112,3180,473
1104,697,0,PBI,0,ATL,49500,56040,17,B752,N552NW,0,0,109,5160,473
1105,2545,0,ATL,0,MCO,61200,67080,17,B752,N552NW,0,0,98,3120,351
1106,2545,0,MCO,0,ATL,70200,76200,17,B752,N552NW,0,0,100,3480,351
1107,1050,0,ATL,0,RSW,79680,85740,17,B752,N552NW,0,1,101,0,447
1108,1505,0,MSP,0,SFO,67500,82920,17,B752,N553NW,1,1,257,0,1376
1109,1179,0,STL,0,ATL,25200,30900,17,B752,N554NW,1,0,95,5100,419
1110,1891,0,ATL,0,TPA,36000,41400,17,B752,N554NW,0,0,90,3000,352
1111,1891,0,TPA,0,ATL,44400,50040,17,B752,N554NW,0,0,94,4620,352
1112,2172,0,ATL,0,TPA,54660,59880,17,B752,N554NW,0,0,87,3120,352
1113,2172,0,TPA,0,ATL,63000,68880,17,B752,N554NW,0,1,98,0,352
1114,688,0,PBI,0,ATL,25200,31620,17,B752,N555NW,1,0,107,3840,473
1115,2132,0,ATL,0,SAT,35460,44160,17,B752,N555NW,0,0,145,3060,757
1116,2132,0,SAT,0,ATL,47220,56100,17,B752,N555NW,0,0,148,3000,757
1117,1964,0,ATL,0,JAX,59100,63600,17,B752,N555NW,0,0,75,3000,233
1118,1964,0,JAX,0,ATL,66600,71700,17,B752,N555NW,0,0,85,9300,233
1119,336,0,ATL,0,DAB,81000,85740,17,B752,N555NW,0,1,79,0,318
1120,553,0,SAT,0,ATL,31200,40020,17,B752,N556NW,1,0,147,3180,757
1121,2269,0,ATL,0,MCO,43200,48420,17,B752,N556NW,0,0,87,3780,351
1122,2269,0,MCO,0,ATL,52200,58200,17,B752,N556NW,0,0,100,5640,351
1123,1789,0,ATL,0,JAX,63840,68280,17,B752,N556NW,0,0,74,3000,233
1124,1789,0,JAX,0,ATL,71280,75960,17,B752,N556NW,0,0,78,3120,233
1125,1090,0,ATL,0,JAX,79080,83340,17,B752,N556NW,0,1,71,0,233
1126,827,0,FLL,0,ATL,24300,30900,17,B752,N557NW,1,0,110,5100,504
1127,2069,0,ATL,0,MCO,36000,41820,17,B752,N557NW,0,0,97,3180,351
1128,2069,0,MCO,0,ATL,45000,50880,17,B752,N557NW,0,0,98,3720,351
1129,1814,0,ATL,0,PNS,54600,59280,17,B752,N557NW,0,0,78,3000,235
1130,1814,0,PNS,0,ATL,62280,67260,17,B752,N557NW,0,0,83,3240,235
1131,2502,0,ATL,0,RDU,70500,75900,17,B752,N557NW,0,1,90,0,308
1132,1969,0,ABQ,0,ATL,34200,45300,17,B752,N617DL,1,0,185,4140,1099
1133,2236,0,ATL,0,PHL,49440,57600,17,B752,N617DL,0,0,136,3060,577
1134,2236,0,PHL,0,ATL,60660,69000,17,B752,N617DL,0,0,139,3300,577
1135,890,0,ATL,0,MCO,72300,77820,17,B752,N617DL,0,1,92,0,351
1136,462,0,JFK,0,SLC,26400,44700,17,B752,N623DL,1,0,305,3600,1723
1137,2378,0,SLC,0,SAN,48300,54900,17,B752,N623DL,0,0,110,3600,543
1138,2652,0,SAN,0,SLC,58500,64920,17,B752,N623DL,0,0,107,4380,543
1139,1830,0,SLC,0,JFK,69300,85260,17,B752,N623DL,0,1,266,0,1723
1140,405,0,JFK,0,SEA,34800,56760,17,B752,N624AG,1,0,366,3240,2096
1141,182,0,SEA,0,JFK,60000,79200,17,B752,N624AG,0,1,320,0,2096
1142,1234,0,PNS,0,ATL,26100,30600,17,B752,N627DL,1,0,75,4440,235
1143,571,0,ATL,0,STT,35040,45000,17,B752,N627DL,0,0,166,3000,1388
1144,674,0,STT,0,ATL,48000,65520,17,B752,N627DL,0,0,292,8580,1388
1145,1435,0,ATL,0,LAX,74100,90900,17,B752,N627DL,0,1,280,0,1685
1146,1156,0,PDX,0,ATL,34200,50760,17,B752,N633DL,1,0,276,3240,1882
1147,1626,0,ATL,0,FLL,54000,60900,17,B752,N633DL,0,0,115,3000,504
1148,1626,0,FLL,0,ATL,63900,71280,17,B752,N633DL,0,0,123,3720,504
1149,2034,0,ATL,0,MSP,75000,84180,17,B752,N633DL,0,1,153,0,787
1150,2127,0,FLL,0,ATL,20700,27120,17,B752,N635DL,1,0,107,44580,504
1151,2112,0,ATL,0,ORD,71700,79020,17,B752,N635DL,0,1,122,0,526
1152,1857,0,SLC,0,SEA,37500,44640,17,B752,N650DL,1,0,119,3060,596
1153,1857,0,SEA,0,SLC,47700,54660,17,B752,N650DL,0,0,116,3000,596
1154,933,0,SLC,0,SEA,57660,64920,17,B752,N650DL,0,0,121,3060,596
1155,1770,0,SEA,0,MSP,67980,79140,17,B752,N650DL,0,0,186,3360,1211
1156,1811,0,MSP,0,LAS,82500,94500,17,B752,N650DL,0,1,200,0,1126
1157,1322,0,PHL,0,DTW,26400,32580,17,B752,N651DL,1,0,103,3420,392
1158,1804,0,DTW,0,FLL,36000,46680,17,B752,N651DL,0,0,178,3120,981
1159,1804,0,FLL,0,DTW,49800,60600,17,B752,N651DL,0,0,180,3900,981
1160,1731,0,DTW,0,SFO,64500,83160,17,B752,N651DL,0,1,311,0,1800
1161,987,0,PHL,0,SLC,26100,43020,17,B752,N652DL,1,0,282,5880,1668
1162,643,0,SLC,0,PDX,48900,55500,17,B752,N652DL,0,0,110,3900,545
1163,1208,0,PDX,0,SLC,59400,65700,17,B752,N652DL,0,0,105,3600,545
1164,988,0,SLC,0,PHL,69300,84300,17,B752,N652DL,0,1,250,0,1668
1165,2582,0,JNU,0,SEA,36900,45420,17,B752,N655DL,1,0,142,3180,-1
1166,2618,0,SEA,0,ATL,48600,65880,17,B752,N655DL,0,0,288,3120,1890
1167,525,0,ATL,0,SJU,69000,82140,17,B752,N655DL,0,1,219,0,1343
1168,1866,0,SFO,0,ATL,37800,54960,17,B752,N661DN,1,0,286,5040,1852
1169,2230,0,ATL,0,ABQ,60000,71940,17,B752,N661DN,0,1,199,0,1099
1170,2283,0,DTW,0,ATL,23400,30540,17,B752,N662DN,1,0,119,29280,516
1171,549,0,ATL,0,SJU,59820,73140,17,B752,N662DN,0,1,222,0,1343
1172,2226,0,ATL,0,FLL,28500,34920,17,B752,N663DN,1,0,107,3480,504
1173,2226,0,FLL,0,ATL,38400,45240,17,B752,N663DN,0,0,114,3180,504
1174,2409,0,ATL,0,SEA,48420,67320,17,B752,N663DN,0,0,315,3000,1890
1175,1457,0,SEA,0,SLC,70320,77040,17,B752,N663DN,0,0,112,3060,596
1176,2312,0,SLC,0,ANC,80100,97440,17,B752,N663DN,0,1,289,0,1841
1177,1477,0,ORD,0,ATL,29400,36420,17,B752,N666DN,1,0,117,3120,526
1178,1827,0,ATL,0,FLL,39540,46500,17,B752,N666DN,0,0,116,3000,504
1179,1827,0,FLL,0,ATL,49500,56760,17,B752,N666DN,0,1,121,0,504
1180,104,0,ATL,0,BOS,31800,41100,17,B752,N667DN,1,0,155,16020,820
1181,1876,0,ATL,0,ANC,57120,84720,17,B752,N667DN,0,0,460,3300,2961
1182,1889,0,ANC,0,ATL,88020,112980,17,B752,N667DN,0,1,416,0,2961
1183,2128,0,DTW,0,MCO,37200,46560,17,B752,N668DN,1,0,156,3840,832
1184,18,0,MCO,0,DTW,50400,60000,17,B752,N668DN,0,0,160,3000,832
1185,1805,0,DTW,0,MCO,63000,72480,17,B752,N668DN,0,0,158,3060,832
1186,2505,0,MCO,0,LAS,75540,92280,17,B752,N668DN,0,1,279,0,1767
1187,1089,0,MSP,0,ANC,68280,89160,17,B752,N669DN,1,0,348,9240,2180
1188,1067,0,ANC,0,MSP,98400,117360,17,B752,N669DN,0,1,316,0,2180
1189,1944,0,MSP,0,SLC,28800,38940,17,B752,N6700,1,0,169,3300,858
1190,14,0,SLC,0,ATL,42240,55860,17,B752,N6700,0,0,227,3240,1377
1191,2143,0,ATL,0,LAS,59100,74580,17,B752,N6700,0,0,258,16140,1512
1192,322,0,LAS,0,JFK,90720,108000,17,B752,N6700,0,1,288,0,1947
1193,1308,0,AUS,0,ATL,32700,40860,17,B752,N6701,1,0,136,18000,703
1194,1166,0,ATL,0,DTW,58860,66420,17,B752,N6701,0,0,126,4680,516
1195,1405,0,DTW,0,MCO,71100,80580,17,B752,N6701,0,1,158,0,832
1196,1904,0,FLL,0,DTW,29400,40140,17,B752,N6703D,1,0,179,3660,981
1197,2028,0,DTW,0,MCO,43800,53280,17,B752,N6703D,0,0,158,4320,832
1198,248,0,MCO,0,DTW,57600,67080,17,B752,N6703D,0,0,158,5040,832
1199,57,0,DTW,0,FLL,72120,82860,17,B752,N6703D,0,1,179,0,981
1200,846,0,PHX,0,ATL,28800,45600,17,B752,N6704Z,1,0,280,3000,1374
1201,1270,0,ATL,0,PNS,48600,52920,17,B752,N6704Z,0,0,72,3000,235
1202,1270,0,PNS,0,ATL,55920,60780,17,B752,N6704Z,0,0,81,3480,235
1203,241,0,ATL,0,SFO,64260,83400,17,B752,N6704Z,0,0,319,8400,1852
1204,2643,0,SFO,0,DTW,91800,108600,17,B752,N6704Z,0,1,280,0,1800
1205,1604,0,DTW,0,FLL,27600,37980,17,B752,N6705Y,1,0,173,3120,981
1206,1604,0,FLL,0,DTW,41100,52260,17,B752,N6705Y,0,0,186,3540,981
1207,19,0,DTW,0,MCO,55800,65280,17,B752,N6705Y,0,0,158,3120,832
1208,842,0,MCO,0,LAX,68400,86700,17,B752,N6705Y,0,0,305,5100,1921
1209,883,0,LAX,0,MCO,91800,109440,17,B752,N6705Y,0,1,294,0,1921
1210,945,0,DTW,0,MSP,26700,33480,17,B752,N6706Q,1,0,113,3120,457
1211,2381,0,MSP,0,ANC,36600,57300,17,B752,N6706Q,0,0,345,3000,2180
1212,2381,0,ANC,0,MSP,60300,79200,17,B752,N6706Q,0,1,315,0,2180
1213,1382,0,SJU,0,ATL,26700,39960,17,B752,N6707A,1,0,221,5040,1343
1214,1255,0,ATL,0,LAX,45000,61560,17,B752,N6707A,0,0,276,3540,1685
1215,1668,0,LAX,0,MSP,65100,77760,17,B752,N6707A,0,0,211,4740,1331
1216,1099,0,MSP,0,ANC,82500,103140,17,B752,N6707A,0,1,344,0,2180
1217,1084,0,ANC,0,MSP,35100,54180,17,B752,N6708D,1,0,318,4320,2180
1218,1781,0,MSP,0,ATL,58500,67560,17,B752,N6708D,0,0,151,3120,787
1219,2476,0,ATL,0,MSY,70680,76320,17,B752,N6708D,0,1,94,0,368
1220,1915,0,ATL,0,PHX,69300,79800,17,B752,N6709,1,1,175,0,1374
1221,2380,0,ATL,0,JAX,29700,33720,17,B752,N670DN,1,0,67,3000,233
1222,2380,0,JAX,0,ATL,36720,41340,17,B752,N670DN,0,0,77,3600,233
1223,801,0,ATL,0,RSW,44940,51000,17,B752,N670DN,0,0,101,3000,447
1224,801,0,RSW,0,ATL,54000,60720,17,B752,N670DN,0,1,112,0,447
1225,1618,0,MCO,0,ATL,26700,32760,17,B752,N6710E,1,0,101,3540,351
1226,1757,0,ATL,0,SNA,36300,52860,17,B752,N6710E,0,0,276,3000,1662
1227,1757,0,SNA,0,ATL,55860,71460,17,B752,N6710E,0,0,260,3000,1662
1228,889,0,ATL,0,RDU,74460,79620,17,B752,N6710E,0,1,86,0,308
1229,1650,0,DTW,0,MSP,30000,36780,17,B752,N6711M,1,0,113,3000,457
1230,818,0,MSP,0,BOS,39780,49680,17,B752,N6711M,0,0,165,3000,973
1231,859,0,BOS,0,MSP,52680,63900,17,B752,N6711M,0,0,187,3000,973
1232,1992,0,MSP,0,MCO,66900,78300,17,B752,N6711M,0,1,190,0,1138
1233,1142,0,ATL,0,JFK,49500,58140,17,B752,N6712B,1,0,144,6960,658
1234,2022,0,JFK,0,LAS,65100,86400,17,B752,N6712B,0,0,355,3000,1947
1235,2275,0,LAS,0,MCO,89400,105420,17,B752,N6712B,0,1,267,0,1767
1236,1453,0,SEA,0,MSP,43200,54540,17,B752,N6713Y,1,0,189,3060,1211
1237,53,0,MSP,0,DTW,57600,63600,17,B752,N6713Y,0,0,100,3000,457
1238,2162,0,DTW,0,PHL,66600,72780,17,B752,N6713Y,0,1,103,0,392
1239,691,0,DCA,0,SLC,27000,43560,17,B752,N6714Q,1,0,276,3540,1603
1240,444,0,SLC,0,JFK,47100,63660,17,B752,N6714Q,0,0,276,3840,1723
1241,443,0,JFK,0,SEA,67500,91080,17,B752,N6714Q,0,1,393,0,2096
1242,1654,0,LAX,0,ATL,59100,75540,17,B752,N6715C,1,0,274,3660,1685
1243,1290,0,ATL,0,DTW,79200,86160,17,B752,N6715C,0,1,116,0,516
1244,2154,0,LAX,0,ATL,35280,51300,17,B752,N6716C,1,0,267,3900,1685
1245,2448,0,ATL,0,PBI,55200,62100,17,B752,N6716C,0,0,115,3000,473
1246,2448,0,PBI,0,ATL,65100,71760,17,B752,N6716C,0,0,111,3420,473
1247,552,0,ATL,0,MSY,75180,80580,17,B752,N6716C,0,1,90,0,368
1248,849,0,MSY,0,ATL,25200,30600,17,B752,N67171,1,0,90,8400,368
1249,1772,0,ATL,0,PHX,39000,49560,17,B752,N67171,0,0,176,3000,1374
1250,1772,0,PHX,0,ATL,52560,69780,17,B752,N67171,0,0,287,3000,1374
1251,1289,0,ATL,0,SNA,72780,89100,17,B752,N67171,0,1,272,0,1662
1252,2084,0,ATL,0,STL,51600,57780,17,B752,N671DN,1,0,103,3000,419
1253,2084,0,STL,0,ATL,60780,66600,17,B752,N671DN,0,0,97,4200,419
1254,503,0,ATL,0,PDX,70800,89280,17,B752,N671DN,0,0,308,3120,1882
1255,503,0,PDX,0,ATL,92400,109020,17,B752,N671DN,0,1,277,0,1882
1256,1316,0,ATL,0,DEN,34800,46500,17,B752,N672DL,1,0,195,3900,1039
1257,1316,0,DEN,0,ATL,50400,61020,17,B752,N672DL,0,0,177,7680,1039
1258,1684,0,ATL,0,SJC,68700,86640,17,B752,N672DL,0,0,299,5280,1832
1259,1684,0,SJC,0,ATL,91920,108420,17,B752,N672DL,0,1,275,0,1832
1260,1450,0,LAS,0,MSP,13200,23880,17,B752,N673DL,1,0,178,3120,1126
1261,783,0,MSP,0,ATL,27000,35700,17,B752,N673DL,0,0,145,5580,787
1262,1458,0,ATL,0,RSW,41280,47520,17,B752,N673DL,0,0,104,3000,447
1263,1458,0,RSW,0,ATL,50520,57000,17,B752,N673DL,0,0,108,3300,447
1264,1528,0,ATL,0,MSP,60300,70200,17,B752,N673DL,0,1,165,0,787
1265,303,0,MCO,0,SLC,27300,43680,17,B752,N674DL,1,0,273,3120,1673
